gender,accum_visits,accum_days,accum_subs,accum_pages,accum_onsite,accum_entered,accum_completed,completed_holiday,visit_cycle,purchase_cycle,purchase_freq,pages_per_visit,onsite_per_visit,churn
F,98,1119,37,495,839,87,63,27,11.42,17.76,1.56,5.05,8.56,1
M,11,256,9,47,68,8,5,1,23.27,51.2,2.2,4.27,6.18,1
F,30,591,20,168,271,24,18,9,19.7,32.83,1.67,5.6,9.03,1
F,27,192,7,128,229,23,17,4,7.11,11.29,1.59,4.74,8.48,0
F,5,6,1,35,92,5,5,0,1.2,1.2,1,7,18.4,0
F,6,6,1,41,86,6,5,1,1,1.2,1.2,6.83,14.33,0
F,86,899,30,416,657,69,48,19,10.45,18.73,1.79,4.84,7.64,1
F,23,418,14,108,147,17,11,5,18.17,38,2.09,4.7,6.39,1
F,27,358,12,145,263,21,14,5,13.26,25.57,1.93,5.37,9.74,1
F,67,761,26,332,610,48,34,15,11.36,22.38,1.97,4.96,9.1,0
F,48,707,24,227,344,42,26,11,14.73,27.19,1.85,4.73,7.17,1
F,87,1066,36,398,718,66,45,20,12.25,23.69,1.93,4.57,8.25,1
F,42,529,18,217,420,37,29,11,12.6,18.24,1.45,5.17,10,1
F,42,606,20,199,304,31,24,11,14.43,25.25,1.75,4.74,7.24,1
F,47,723,24,252,531,35,24,11,15.38,30.12,1.96,5.36,11.3,1
F,15,512,17,69,143,12,8,3,34.13,64,1.88,4.6,9.53,1
F,35,535,18,184,344,29,22,9,15.29,24.32,1.59,5.26,9.83,1
F,34,406,14,187,256,27,19,8,11.94,21.37,1.79,5.5,7.53,0
M,65,1448,48,292,484,49,32,21,22.28,45.25,2.03,4.49,7.45,0
F,10,33,2,56,64,9,7,1,3.3,4.71,1.43,5.6,6.4,0
F,22,205,7,118,213,16,16,2,9.32,12.81,1.38,5.36,9.68,1
F,47,713,24,234,392,36,25,12,15.17,28.52,1.88,4.98,8.34,1
F,38,588,20,183,326,30,24,10,15.47,24.5,1.58,4.82,8.58,1
M,31,938,31,139,234,22,16,8,30.26,58.62,1.94,4.48,7.55,1
F,57,734,25,284,648,48,34,17,12.88,21.59,1.68,4.98,11.37,1
F,75,898,30,385,602,62,39,18,11.97,23.03,1.92,5.13,8.03,1
F,52,632,21,256,403,40,32,14,12.15,19.75,1.62,4.92,7.75,1
F,18,432,15,90,274,12,9,4,24,48,2,5,15.22,1
F,38,460,16,212,631,29,24,9,12.11,19.17,1.58,5.58,16.61,0
M,8,232,8,37,107,5,5,2,29,46.4,1.6,4.62,13.38,1
F,27,316,11,158,213,21,19,4,11.7,16.63,1.42,5.85,7.89,0
F,66,891,30,313,664,46,28,12,13.5,31.82,2.36,4.74,10.06,1
F,68,1036,35,309,546,49,38,18,15.24,27.26,1.79,4.54,8.03,1
M,9,28,1,45,50,8,8,1,3.11,3.5,1.12,5,5.56,1
F,20,248,9,122,150,16,14,6,12.4,17.71,1.43,6.1,7.5,0
F,9,25,1,59,164,8,7,1,2.78,3.57,1.29,6.56,18.22,1
F,38,558,19,202,373,26,22,10,14.68,25.36,1.73,5.32,9.82,0
F,14,167,6,91,174,10,9,3,11.93,18.56,1.56,6.5,12.43,1
M,13,508,17,45,37,7,5,2,39.08,101.6,2.6,3.46,2.85,1
F,37,541,18,171,223,24,18,8,14.62,30.06,2.06,4.62,6.03,1
F,96,1172,39,486,794,73,54,26,12.21,21.7,1.78,5.06,8.27,0
F,19,314,11,100,131,17,12,5,16.53,26.17,1.58,5.26,6.89,0
F,58,1009,34,296,581,51,37,12,17.4,27.27,1.57,5.1,10.02,0
F,40,676,23,194,321,26,20,11,16.9,33.8,2,4.85,8.03,1
F,85,1242,41,426,689,70,53,22,14.61,23.43,1.6,5.01,8.11,0
F,12,70,3,96,319,10,10,3,5.83,7,1.2,8,26.58,0
F,13,53,2,84,135,13,12,2,4.08,4.42,1.08,6.46,10.38,0
F,18,200,7,86,240,14,10,3,11.11,20,1.8,4.78,13.33,0
F,5,5,1,40,143,5,4,0,1,1.25,1.25,8,28.6,0
F,24,152,5,137,279,18,14,3,6.33,10.86,1.71,5.71,11.62,1
F,37,528,18,192,345,27,21,12,14.27,25.14,1.76,5.19,9.32,1
F,17,287,10,96,176,13,12,3,16.88,23.92,1.42,5.65,10.35,1
F,79,941,31,348,617,58,40,16,11.91,23.52,1.98,4.41,7.81,1
M,12,481,16,50,148,7,5,3,40.08,96.2,2.4,4.17,12.33,1
F,18,358,12,103,180,15,13,5,19.89,27.54,1.38,5.72,10,1
F,14,37,2,90,115,13,10,2,2.64,3.7,1.4,6.43,8.21,1
M,25,693,23,129,176,23,15,8,27.72,46.2,1.67,5.16,7.04,1
F,32,726,24,150,205,24,14,6,22.69,51.86,2.29,4.69,6.41,1
F,30,411,14,155,239,26,22,7,13.7,18.68,1.36,5.17,7.97,1
F,14,126,5,74,96,11,9,2,9,14,1.56,5.29,6.86,1
F,85,1029,34,412,786,69,47,20,12.11,21.89,1.81,4.85,9.25,1
F,23,169,6,120,255,21,16,3,7.35,10.56,1.44,5.22,11.09,1
M,20,322,11,121,184,16,13,6,16.1,24.77,1.54,6.05,9.2,0
F,64,770,26,327,674,50,38,15,12.03,20.26,1.68,5.11,10.53,1
M,21,950,32,88,143,14,9,5,45.24,105.56,2.33,4.19,6.81,1
M,13,368,13,65,125,10,4,3,28.31,92,3.25,5,9.62,1
F,42,691,23,207,384,32,24,10,16.45,28.79,1.75,4.93,9.14,1
M,23,622,21,108,179,17,11,7,27.04,56.55,2.09,4.7,7.78,1
F,36,551,19,148,240,28,18,7,15.31,30.61,2,4.11,6.67,1
F,19,392,13,107,214,15,13,3,20.63,30.15,1.46,5.63,11.26,1
F,82,1218,41,375,706,59,39,17,14.85,31.23,2.1,4.57,8.61,0
F,62,858,29,272,466,43,29,9,13.84,29.59,2.14,4.39,7.52,1
F,49,676,23,264,431,38,30,14,13.8,22.53,1.63,5.39,8.8,1
F,105,1425,47,517,1078,80,55,26,13.57,25.91,1.91,4.92,10.27,0
F,48,534,18,266,592,39,29,12,11.12,18.41,1.66,5.54,12.33,1
M,14,387,13,67,176,8,6,2,27.64,64.5,2.33,4.79,12.57,1
F,57,773,26,291,354,47,34,18,13.56,22.74,1.68,5.11,6.21,1
M,15,194,7,70,157,11,7,3,12.93,27.71,2.14,4.67,10.47,1
F,37,415,14,215,548,33,22,11,11.22,18.86,1.68,5.81,14.81,1
F,105,1087,36,505,936,80,52,25,10.35,20.9,2.02,4.81,8.91,1
F,25,356,12,130,226,22,17,5,14.24,20.94,1.47,5.2,9.04,0
F,97,1321,44,475,995,77,58,28,13.62,22.78,1.67,4.9,10.26,1
F,38,727,24,193,360,32,19,6,19.13,38.26,2,5.08,9.47,0
F,29,349,12,145,299,23,19,7,12.03,18.37,1.53,5,10.31,1
F,72,675,23,361,617,56,43,14,9.38,15.7,1.67,5.01,8.57,0
M,42,877,29,168,211,31,23,11,20.88,38.13,1.83,4,5.02,1
M,27,642,22,130,207,22,17,10,23.78,37.76,1.59,4.81,7.67,0
F,69,872,29,369,673,53,40,21,12.64,21.8,1.73,5.35,9.75,1
F,39,441,15,190,340,34,26,8,11.31,16.96,1.5,4.87,8.72,1
F,66,737,25,322,576,47,36,17,11.17,20.47,1.83,4.88,8.73,0
F,29,248,9,161,218,21,19,6,8.55,13.05,1.53,5.55,7.52,1
F,82,724,24,397,630,59,41,15,8.83,17.66,2,4.84,7.68,1
F,77,766,26,376,652,62,44,17,9.95,17.41,1.75,4.88,8.47,1
F,25,223,8,155,302,22,20,4,8.92,11.15,1.25,6.2,12.08,0
F,23,234,8,113,216,18,13,5,10.17,18,1.77,4.91,9.39,1
M,48,718,24,217,424,27,20,11,14.96,35.9,2.4,4.52,8.83,1
F,129,1282,43,661,1102,105,75,30,9.94,17.09,1.72,5.12,8.54,0
F,17,181,6,92,128,16,14,3,10.65,12.93,1.21,5.41,7.53,0
F,32,419,14,168,355,25,19,9,13.09,22.05,1.68,5.25,11.09,0
F,13,374,13,69,78,8,8,1,28.77,46.75,1.62,5.31,6,1
F,7,7,1,59,154,7,7,0,1,1,1,8.43,22,0
F,7,7,1,54,56,7,7,0,1,1,1,7.71,8,0
F,88,1212,40,401,742,65,44,19,13.77,27.55,2,4.56,8.43,1
F,77,908,30,371,587,61,43,15,11.79,21.12,1.79,4.82,7.62,1
M,6,237,8,29,44,4,3,2,39.5,79,2,4.83,7.33,0
F,43,631,21,199,352,30,23,10,14.67,27.43,1.87,4.63,8.19,0
M,66,1409,47,320,569,54,41,20,21.35,34.37,1.61,4.85,8.62,0
F,12,75,3,77,68,10,9,3,6.25,8.33,1.33,6.42,5.67,0
F,17,228,8,113,281,15,13,3,13.41,17.54,1.31,6.65,16.53,0
F,28,387,13,135,204,22,15,7,13.82,25.8,1.87,4.82,7.29,1
F,34,430,15,175,178,28,21,7,12.65,20.48,1.62,5.15,5.24,0
F,55,759,25,262,432,41,30,11,13.8,25.3,1.83,4.76,7.85,1
F,26,236,8,126,285,19,14,6,9.08,16.86,1.86,4.85,10.96,1
F,40,487,17,217,334,33,27,9,12.18,18.04,1.48,5.42,8.35,1
M,25,714,24,110,153,19,13,7,28.56,54.92,1.92,4.4,6.12,1
F,15,73,3,91,134,13,12,3,4.87,6.08,1.25,6.07,8.93,0
M,33,711,24,144,376,21,12,7,21.55,59.25,2.75,4.36,11.39,1
M,11,277,10,70,112,9,7,2,25.18,39.57,1.57,6.36,10.18,1
F,34,449,15,172,311,23,16,2,13.21,28.06,2.12,5.06,9.15,1
F,60,621,21,281,587,38,26,10,10.35,23.88,2.31,4.68,9.78,0
F,17,331,11,81,83,12,10,4,19.47,33.1,1.7,4.76,4.88,1
F,13,28,1,82,119,11,11,2,2.15,2.55,1.18,6.31,9.15,1
F,18,180,6,129,202,17,14,2,10,12.86,1.29,7.17,11.22,0
F,28,400,14,131,225,21,14,5,14.29,28.57,2,4.68,8.04,1
M,13,344,12,53,113,8,7,3,26.46,49.14,1.86,4.08,8.69,0
M,13,499,17,53,77,9,3,1,38.38,166.33,4.33,4.08,5.92,1
F,91,885,30,431,958,66,48,18,9.73,18.44,1.9,4.74,10.53,1
M,7,409,14,21,63,3,3,1,58.43,136.33,2.33,3,9,1
F,81,927,31,425,708,64,44,20,11.44,21.07,1.84,5.25,8.74,1
F,23,698,23,123,188,16,11,3,30.35,63.45,2.09,5.35,8.17,1
F,10,188,7,57,117,8,6,2,18.8,31.33,1.67,5.7,11.7,0
F,22,302,10,118,308,17,11,4,13.73,27.45,2,5.36,14,1
F,35,425,14,184,266,30,22,9,12.14,19.32,1.59,5.26,7.6,0
F,20,244,9,138,344,19,15,4,12.2,16.27,1.33,6.9,17.2,0
F,85,853,29,400,587,59,44,22,10.04,19.39,1.93,4.71,6.91,1
F,99,1044,35,480,865,78,49,23,10.55,21.31,2.02,4.85,8.74,0
F,37,587,20,212,304,34,24,12,15.86,24.46,1.54,5.73,8.22,1
M,7,173,6,38,82,6,5,1,24.71,34.6,1.4,5.43,11.71,0
F,34,670,23,175,326,27,19,7,19.71,35.26,1.79,5.15,9.59,1
F,28,181,6,166,312,23,14,4,6.46,12.93,2,5.93,11.14,0
M,23,568,19,95,169,16,14,6,24.7,40.57,1.64,4.13,7.35,1
F,11,331,11,63,239,9,6,2,30.09,55.17,1.83,5.73,21.73,0
F,28,591,20,121,178,20,15,4,21.11,39.4,1.87,4.32,6.36,1
F,19,172,6,117,203,18,15,3,9.05,11.47,1.27,6.16,10.68,0
F,54,1057,35,255,467,42,26,13,19.57,40.65,2.08,4.72,8.65,1
F,53,774,26,276,389,38,27,12,14.6,28.67,1.96,5.21,7.34,1
F,11,30,1,68,141,8,7,1,2.73,4.29,1.57,6.18,12.82,0
F,49,854,29,266,513,38,29,13,17.43,29.45,1.69,5.43,10.47,0
M,54,1085,36,252,417,39,27,16,20.09,40.19,2,4.67,7.72,0
F,46,738,25,236,368,34,26,11,16.04,28.38,1.77,5.13,8,1
M,6,52,2,30,47,5,5,1,8.67,10.4,1.2,5,7.83,0
M,13,580,20,56,49,11,4,2,44.62,145,3.25,4.31,3.77,1
F,49,680,23,248,476,41,33,13,13.88,20.61,1.48,5.06,9.71,0
F,45,689,23,209,293,32,22,12,15.31,31.32,2.05,4.64,6.51,1
F,13,201,7,84,98,10,9,3,15.46,22.33,1.44,6.46,7.54,0
F,6,34,2,40,64,6,6,2,5.67,5.67,1,6.67,10.67,0
F,20,358,12,115,222,16,10,3,17.9,35.8,2,5.75,11.1,1
F,18,379,13,107,204,15,14,3,21.06,27.07,1.29,5.94,11.33,0
M,19,683,23,93,216,13,10,5,35.95,68.3,1.9,4.89,11.37,1
F,29,245,9,153,342,22,20,5,8.45,12.25,1.45,5.28,11.79,1
M,33,966,32,169,310,23,20,12,29.27,48.3,1.65,5.12,9.39,1
F,97,1298,43,474,738,71,48,24,13.38,27.04,2.02,4.89,7.61,0
F,29,758,25,131,161,21,16,7,26.14,47.38,1.81,4.52,5.55,1
F,62,755,25,328,467,49,39,19,12.18,19.36,1.59,5.29,7.53,0
F,118,1337,44,566,848,97,59,28,11.33,22.66,2,4.8,7.19,1
F,59,892,30,295,476,47,35,14,15.12,25.49,1.69,5,8.07,1
F,120,1391,46,567,996,95,68,25,11.59,20.46,1.76,4.72,8.3,0
F,56,577,19,298,744,44,32,13,10.3,18.03,1.75,5.32,13.29,0
F,108,1162,39,512,1036,78,59,19,10.76,19.69,1.83,4.74,9.59,0
F,28,713,24,129,161,22,11,4,25.46,64.82,2.55,4.61,5.75,1
F,98,1097,37,483,908,82,52,24,11.19,21.1,1.88,4.93,9.27,1
F,27,387,13,143,240,22,16,4,14.33,24.19,1.69,5.3,8.89,1
F,56,644,22,246,386,48,31,11,11.5,20.77,1.81,4.39,6.89,1
F,25,295,10,146,335,21,14,4,11.8,21.07,1.79,5.84,13.4,1
F,39,398,14,200,309,29,22,6,10.21,18.09,1.77,5.13,7.92,1
F,60,790,26,284,407,46,31,15,13.17,25.48,1.94,4.73,6.78,1
F,28,435,15,142,168,23,17,6,15.54,25.59,1.65,5.07,6,0
F,21,684,23,100,199,18,12,5,32.57,57,1.75,4.76,9.48,1
F,41,415,14,206,282,35,26,8,10.12,15.96,1.58,5.02,6.88,1
F,39,416,14,223,433,34,28,12,10.67,14.86,1.39,5.72,11.1,0
M,19,511,17,85,78,14,10,3,26.89,51.1,1.9,4.47,4.11,1
F,54,557,19,289,465,44,30,12,10.31,18.57,1.8,5.35,8.61,0
F,16,62,3,110,178,16,13,2,3.88,4.77,1.23,6.88,11.12,0
F,15,78,3,90,211,12,9,2,5.2,8.67,1.67,6,14.07,0
M,68,1330,44,319,479,56,36,22,19.56,36.94,1.89,4.69,7.04,1
F,48,778,26,248,485,37,25,11,16.21,31.12,1.92,5.17,10.1,1
F,19,418,14,109,243,15,10,2,22,41.8,1.9,5.74,12.79,1
F,71,1070,36,343,734,50,38,20,15.07,28.16,1.87,4.83,10.34,1
F,22,305,11,127,194,20,11,4,13.86,27.73,2,5.77,8.82,1
F,70,780,26,361,717,54,40,17,11.14,19.5,1.75,5.16,10.24,0
F,18,428,15,94,163,14,11,6,23.78,38.91,1.64,5.22,9.06,1
F,100,1095,36,505,778,83,56,25,10.95,19.55,1.79,5.05,7.78,1
F,21,379,13,113,266,17,13,3,18.05,29.15,1.62,5.38,12.67,1
M,76,1205,40,345,566,56,38,21,15.86,31.71,2,4.54,7.45,1
M,17,186,7,84,199,11,11,4,10.94,16.91,1.55,4.94,11.71,0
M,30,609,21,146,185,21,12,10,20.3,50.75,2.5,4.87,6.17,1
F,24,574,19,128,210,19,17,9,23.92,33.76,1.41,5.33,8.75,1
F,34,310,11,180,295,24,17,7,9.12,18.24,2,5.29,8.68,0
F,21,899,30,127,217,19,15,4,42.81,59.93,1.4,6.05,10.33,0
F,36,632,21,168,318,27,19,8,17.56,33.26,1.89,4.67,8.83,1
F,36,367,13,167,372,28,20,7,10.19,18.35,1.8,4.64,10.33,1
F,54,689,23,287,690,39,28,13,12.76,24.61,1.93,5.31,12.78,1
M,75,1266,42,344,560,55,36,24,16.88,35.17,2.08,4.59,7.47,0
F,89,960,32,413,864,57,45,22,10.79,21.33,1.98,4.64,9.71,0
F,97,1125,37,481,810,75,57,25,11.6,19.74,1.7,4.96,8.35,1
F,53,654,22,259,459,40,30,14,12.34,21.8,1.77,4.89,8.66,1
F,94,929,31,429,636,71,48,19,9.88,19.35,1.96,4.56,6.77,0
F,107,1318,44,503,854,84,58,24,12.32,22.72,1.84,4.7,7.98,1
F,36,440,15,203,239,29,25,13,12.22,17.6,1.44,5.64,6.64,1
F,13,132,5,69,140,11,7,0,10.15,18.86,1.86,5.31,10.77,1
F,61,906,30,304,619,46,32,16,14.85,28.31,1.91,4.98,10.15,1
F,73,955,32,363,603,57,41,21,13.08,23.29,1.78,4.97,8.26,0
F,29,570,19,149,244,22,16,6,19.66,35.62,1.81,5.14,8.41,1
M,46,808,27,212,334,35,24,13,17.57,33.67,1.92,4.61,7.26,1
M,25,557,19,103,146,14,8,1,22.28,69.62,3.12,4.12,5.84,1
F,37,585,20,180,238,30,21,7,15.81,27.86,1.76,4.86,6.43,1
F,28,334,11,144,241,24,17,7,11.93,19.65,1.65,5.14,8.61,1
M,47,1404,47,214,428,35,25,14,29.87,56.16,1.88,4.55,9.11,1
F,46,441,15,233,544,40,28,11,9.59,15.75,1.64,5.07,11.83,1
F,39,670,23,215,369,31,24,10,17.18,27.92,1.62,5.51,9.46,1
F,25,289,10,132,193,19,12,4,11.56,24.08,2.08,5.28,7.72,1
M,31,797,27,147,309,25,18,10,25.71,44.28,1.72,4.74,9.97,1
F,84,909,30,402,721,67,47,18,10.82,19.34,1.79,4.79,8.58,1
F,17,252,9,87,117,15,13,4,14.82,19.38,1.31,5.12,6.88,0
F,100,1192,40,513,882,84,63,30,11.92,18.92,1.59,5.13,8.82,1
F,107,1265,42,513,826,89,58,23,11.82,21.81,1.84,4.79,7.72,0
F,9,67,3,53,122,7,7,2,7.44,9.57,1.29,5.89,13.56,0
F,21,198,7,122,190,18,15,5,9.43,13.2,1.4,5.81,9.05,1
F,58,778,26,287,528,47,37,15,13.41,21.03,1.57,4.95,9.1,1
F,74,822,28,362,898,56,39,15,11.11,21.08,1.9,4.89,12.14,1
M,12,730,24,57,123,7,5,2,60.83,146,2.4,4.75,10.25,1
F,16,119,4,101,125,15,13,2,7.44,9.15,1.23,6.31,7.81,0
F,25,370,13,126,350,20,15,5,14.8,24.67,1.67,5.04,14,0
F,6,7,1,48,179,6,6,1,1.17,1.17,1,8,29.83,0
F,44,817,27,235,347,34,25,13,18.57,32.68,1.76,5.34,7.89,1
F,76,933,31,392,617,60,43,21,12.28,21.7,1.77,5.16,8.12,0
F,153,1454,48,738,1168,119,85,35,9.5,17.11,1.8,4.82,7.63,0
M,19,419,14,99,323,15,9,5,22.05,46.56,2.11,5.21,17,0
M,13,467,16,65,84,10,6,3,35.92,77.83,2.17,5,6.46,1
F,39,663,22,201,358,33,25,9,17,26.52,1.56,5.15,9.18,1
F,10,74,3,58,88,8,5,2,7.4,14.8,2,5.8,8.8,0
F,8,24,1,61,194,7,7,1,3,3.43,1.14,7.62,24.25,0
F,12,451,15,70,124,10,8,2,37.58,56.38,1.5,5.83,10.33,1
F,85,1191,40,418,791,66,44,23,14.01,27.07,1.93,4.92,9.31,1
F,19,348,12,124,234,16,14,2,18.32,24.86,1.36,6.53,12.32,0
F,7,7,1,50,113,7,7,0,1,1,1,7.14,16.14,0
F,8,21,1,54,117,7,7,1,2.62,3,1.14,6.75,14.62,1
M,17,524,18,91,131,13,10,6,30.82,52.4,1.7,5.35,7.71,1
M,29,552,19,141,202,17,14,9,19.03,39.43,2.07,4.86,6.97,0
F,26,379,13,136,243,21,13,5,14.58,29.15,2,5.23,9.35,1
F,22,203,7,127,222,18,13,5,9.23,15.62,1.69,5.77,10.09,0
F,14,26,1,84,202,12,12,1,1.86,2.17,1.17,6,14.43,0
M,19,630,21,108,195,18,14,8,33.16,45,1.36,5.68,10.26,1
F,40,741,25,214,443,33,25,11,18.52,29.64,1.6,5.35,11.07,1
F,33,606,20,165,334,27,21,6,18.36,28.86,1.57,5,10.12,1
F,105,1293,43,492,888,85,57,23,12.31,22.68,1.84,4.69,8.46,1
M,7,249,9,38,109,5,5,1,35.57,49.8,1.4,5.43,15.57,1
F,35,391,13,190,347,30,19,9,11.17,20.58,1.84,5.43,9.91,0
F,51,639,22,240,535,41,27,13,12.53,23.67,1.89,4.71,10.49,0
M,6,14,1,36,63,6,4,1,2.33,3.5,1.5,6,10.5,0
F,17,174,6,87,128,11,7,4,10.24,24.86,2.43,5.12,7.53,1
M,12,337,12,64,116,11,9,2,28.08,37.44,1.33,5.33,9.67,1
M,28,773,26,136,209,23,14,11,27.61,55.21,2,4.86,7.46,1
F,28,406,14,149,290,20,15,4,14.5,27.07,1.87,5.32,10.36,0
F,53,629,21,272,492,41,31,12,11.87,20.29,1.71,5.13,9.28,0
F,79,956,32,387,672,64,48,20,12.1,19.92,1.65,4.9,8.51,1
F,36,641,22,153,216,25,17,6,17.81,37.71,2.12,4.25,6,1
F,99,952,32,484,733,77,53,24,9.62,17.96,1.87,4.89,7.4,0
F,40,795,27,198,394,31,23,10,19.88,34.57,1.74,4.95,9.85,1
F,46,709,24,242,492,35,27,13,15.41,26.26,1.7,5.26,10.7,0
F,14,102,4,96,154,13,11,3,7.29,9.27,1.27,6.86,11,0
F,98,1142,38,474,833,77,58,23,11.65,19.69,1.69,4.84,8.5,0
F,24,180,6,147,283,19,13,3,7.5,13.85,1.85,6.12,11.79,0
F,95,1147,38,473,794,79,53,21,12.07,21.64,1.79,4.98,8.36,1
F,37,499,17,196,482,28,20,8,13.49,24.95,1.85,5.3,13.03,0
F,14,409,14,66,155,8,7,1,29.21,58.43,2,4.71,11.07,1
F,25,366,13,130,291,19,13,4,14.64,28.15,1.92,5.2,11.64,1
M,9,69,3,43,48,9,6,1,7.67,11.5,1.5,4.78,5.33,0
F,16,79,3,108,185,14,12,2,4.94,6.58,1.33,6.75,11.56,0
F,19,251,9,119,267,14,13,3,13.21,19.31,1.46,6.26,14.05,1
M,15,405,14,79,78,11,9,3,27,45,1.67,5.27,5.2,1
F,15,236,8,90,145,12,9,2,15.73,26.22,1.67,6,9.67,0
F,60,747,25,295,531,51,39,15,12.45,19.15,1.54,4.92,8.85,1
F,18,309,11,99,154,16,13,3,17.17,23.77,1.38,5.5,8.56,0
F,28,348,12,154,292,24,19,7,12.43,18.32,1.47,5.5,10.43,1
M,6,18,1,35,97,5,5,1,3,3.6,1.2,5.83,16.17,1
F,11,169,6,75,84,10,7,2,15.36,24.14,1.57,6.82,7.64,0
F,42,348,12,208,367,32,22,8,8.29,15.82,1.91,4.95,8.74,0
F,21,268,9,120,267,18,16,4,12.76,16.75,1.31,5.71,12.71,0
F,26,179,6,141,243,23,17,4,6.88,10.53,1.53,5.42,9.35,0
F,16,465,16,75,78,10,8,1,29.06,58.12,2,4.69,4.88,1
F,96,1381,46,450,774,72,42,21,14.39,32.88,2.29,4.69,8.06,0
F,43,543,18,195,323,33,20,8,12.63,27.15,2.15,4.53,7.51,1
F,13,36,2,96,303,12,12,2,2.77,3,1.08,7.38,23.31,0
M,30,521,18,137,158,22,16,8,17.37,32.56,1.88,4.57,5.27,1
F,7,6,1,49,45,6,5,0,0.86,1.2,1.4,7,6.43,1
M,22,345,12,113,237,17,12,5,15.68,28.75,1.83,5.14,10.77,1
F,73,854,29,359,703,52,34,12,11.7,25.12,2.15,4.92,9.63,1
F,44,364,12,229,393,35,25,7,8.27,14.56,1.76,5.2,8.93,0
M,19,576,19,86,120,15,10,5,30.32,57.6,1.9,4.53,6.32,1
F,46,494,17,209,373,33,26,8,10.74,19,1.77,4.54,8.11,1
F,37,644,22,185,375,33,23,8,17.41,28,1.61,5,10.14,1
F,46,721,24,239,477,34,25,10,15.67,28.84,1.84,5.2,10.37,1
F,74,772,26,344,607,64,42,15,10.43,18.38,1.76,4.65,8.2,1
F,43,717,24,216,326,35,26,9,16.67,27.58,1.65,5.02,7.58,0
F,21,175,6,110,201,16,13,3,8.33,13.46,1.62,5.24,9.57,1
F,44,564,19,200,339,38,28,10,12.82,20.14,1.57,4.55,7.7,1
F,29,594,20,141,268,18,13,5,20.48,45.69,2.23,4.86,9.24,1
F,89,933,31,415,629,72,46,23,10.48,20.28,1.93,4.66,7.07,0
M,15,135,5,73,112,14,8,2,9,16.88,1.88,4.87,7.47,1
F,63,679,23,311,535,50,39,15,10.78,17.41,1.62,4.94,8.49,0
M,20,694,23,93,235,12,9,6,34.7,77.11,2.22,4.65,11.75,1
M,9,9,1,62,77,9,8,0,1,1.12,1.12,6.89,8.56,0
M,14,320,11,64,102,9,6,2,22.86,53.33,2.33,4.57,7.29,1
F,10,54,2,70,112,10,10,2,5.4,5.4,1,7,11.2,0
F,75,954,32,390,653,58,43,19,12.72,22.19,1.74,5.2,8.71,0
F,7,7,1,53,48,6,6,0,1,1.17,1.17,7.57,6.86,0
F,18,432,15,98,297,11,8,3,24,54,2.25,5.44,16.5,0
F,40,540,18,177,480,32,23,5,13.5,23.48,1.74,4.42,12,1
F,86,800,27,376,659,63,43,18,9.3,18.6,2,4.37,7.66,1
F,40,318,11,233,384,35,22,7,7.95,14.45,1.82,5.83,9.6,0
F,21,67,3,125,224,15,14,2,3.19,4.79,1.5,5.95,10.67,0
F,17,70,3,90,206,14,12,2,4.12,5.83,1.42,5.29,12.12,1
F,23,222,8,138,388,20,16,4,9.65,13.88,1.44,6,16.87,1
F,60,803,27,297,550,48,34,18,13.38,23.62,1.76,4.95,9.17,0
M,32,891,30,135,163,20,13,6,27.84,68.54,2.46,4.22,5.09,1
F,17,74,3,111,213,14,11,3,4.35,6.73,1.55,6.53,12.53,0
F,20,280,10,99,192,15,11,2,14,25.45,1.82,4.95,9.6,1
M,26,748,25,121,176,18,11,7,28.77,68,2.36,4.65,6.77,1
F,73,1042,35,354,645,53,35,16,14.27,29.77,2.09,4.85,8.84,1
F,74,864,29,349,731,57,38,16,11.68,22.74,1.95,4.72,9.88,1
M,10,239,8,49,99,8,4,1,23.9,59.75,2.5,4.9,9.9,1
M,13,227,8,54,166,9,5,2,17.46,45.4,2.6,4.15,12.77,1
F,104,1326,44,497,953,77,55,26,12.75,24.11,1.89,4.78,9.16,1
F,18,171,6,110,263,14,10,3,9.5,17.1,1.8,6.11,14.61,1
F,56,711,24,263,547,44,30,11,12.7,23.7,1.87,4.7,9.77,0
F,29,310,11,144,194,21,11,4,10.69,28.18,2.64,4.97,6.69,0
M,14,226,8,61,83,11,7,2,16.14,32.29,2,4.36,5.93,1
M,19,589,20,96,131,12,7,3,31,84.14,2.71,5.05,6.89,1
F,132,1284,43,655,1123,101,69,32,9.73,18.61,1.91,4.96,8.51,0
F,51,506,17,278,414,42,35,13,9.92,14.46,1.46,5.45,8.12,0
F,17,431,15,95,131,12,11,6,25.35,39.18,1.55,5.59,7.71,0
F,64,907,30,313,527,51,42,16,14.17,21.6,1.52,4.89,8.23,1
F,16,435,15,107,182,13,12,5,27.19,36.25,1.33,6.69,11.38,0
M,8,142,5,39,116,6,5,2,17.75,28.4,1.6,4.88,14.5,1
M,9,78,3,36,48,6,4,0,8.67,19.5,2.25,4,5.33,1
F,15,112,4,87,116,13,8,2,7.47,14,1.88,5.8,7.73,0
F,62,585,20,317,539,52,35,11,9.44,16.71,1.77,5.11,8.69,1
F,46,692,23,259,465,34,27,9,15.04,25.63,1.7,5.63,10.11,1
F,33,400,14,183,325,27,22,10,12.12,18.18,1.5,5.55,9.85,1
F,12,239,8,65,108,9,7,2,19.92,34.14,1.71,5.42,9,1
F,99,1045,35,505,813,76,54,23,10.56,19.35,1.83,5.1,8.21,0
